sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,position,label,cluster_description
41236.0,https://sofifa.com/player/41236/zlatan-ibrahimovic/200002,Z. Ibrahimović,Zlatan Ibrahimović,37.0,1981-10-03,195.0,95.0,Sweden,LA Galaxy,USA Major League Soccer,1.0,85.0,85.0,11000000.0,15000.0,ST,Right,5.0,4.0,5.0,Medium/Low,Normal,Yes,21000000.0,"#Poacher, #Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward",ST,9.0,,2018-03-23,2019.0,,,56.0,88.0,77.0,77.0,34.0,78.0,,,,,,,"Flair, Long Shot Taker (AI), Power Header, Outside Foot Shot, Technical Dribbler (AI)",70.0,86.0,83.0,77.0,88.0,77.0,80.0,78.0,73.0,84.0,57.0,55.0,72.0,82.0,39.0,90.0,68.0,59.0,87.0,88.0,84.0,20.0,91.0,84.0,89.0,90.0,,37.0,24.0,13.0,15.0,10.0,9.0,12.0,83+2,83+2,83+2,78+0,81+0,81+0,81+0,78+0,80+3,80+3,80+3,76+3,74+3,74+3,74+3,76+3,54+3,58+3,58+3,58+3,54+3,51+3,53+3,53+3,53+3,51+3,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
192629.0,https://sofifa.com/player/192629/iago-aspas-juncal/200002,Iago Aspas,Iago Aspas Juncal,31.0,1987-08-01,176.0,67.0,Spain,RC Celta,Spain Primera Division,1.0,85.0,85.0,34500000.0,50000.0,"ST, RW",Left,2.0,3.0,3.0,High/High,Lean,Yes,72500000.0,"#Acrobat, #Clinical Finisher",RS,10.0,,2015-07-01,2023.0,SUB,17.0,78.0,84.0,77.0,85.0,35.0,64.0,,,,,,,"Injury Prone, Finesse Shot, Outside Foot Shot, Team Player, Chip Shot (AI)",80.0,88.0,78.0,79.0,83.0,86.0,80.0,76.0,68.0,85.0,80.0,76.0,87.0,85.0,72.0,79.0,66.0,71.0,60.0,82.0,63.0,39.0,86.0,79.0,82.0,85.0,,21.0,18.0,12.0,16.0,9.0,12.0,13.0,82+3,82+3,82+3,83+1,83+1,83+1,83+1,83+1,82+3,82+3,82+3,81+3,75+3,75+3,75+3,81+3,60+3,58+3,58+3,58+3,60+3,56+3,49+3,49+3,49+3,56+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
235790.0,https://sofifa.com/player/235790/kai-havertz/200002,K. Havertz,Kai Havertz,20.0,1999-06-11,188.0,83.0,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,84.0,92.0,46000000.0,70000.0,"CAM, RM",Left,1.0,4.0,4.0,Medium/Medium,Lean,Yes,87400000.0,,RF,29.0,,2016-07-01,2022.0,SUB,23.0,84.0,78.0,79.0,84.0,44.0,65.0,,,,,,,"Finesse Shot, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,81.0,74.0,85.0,80.0,84.0,79.0,53.0,78.0,87.0,77.0,89.0,78.0,82.0,73.0,73.0,69.0,82.0,65.0,75.0,41.0,38.0,83.0,82.0,69.0,84.0,,46.0,38.0,6.0,8.0,11.0,10.0,12.0,80+2,80+2,80+2,82+0,83+0,83+0,83+0,82+0,83+2,83+2,83+2,82+2,79+2,79+2,79+2,82+2,66+2,63+2,63+2,63+2,66+2,63+2,54+2,54+2,54+2,63+2,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
202556.0,https://sofifa.com/player/202556/memphis-depay/200002,M. Depay,Memphis Depay,25.0,1994-02-13,176.0,78.0,Netherlands,Olympique Lyonnais,French Ligue 1,1.0,84.0,88.0,40500000.0,110000.0,"CF, LW, CAM",Right,3.0,3.0,5.0,High/Low,Stocky,Yes,80000000.0,#FK Specialist,LW,11.0,,2017-01-20,2021.0,ST,10.0,87.0,80.0,81.0,84.0,32.0,78.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",83.0,78.0,65.0,80.0,74.0,84.0,85.0,88.0,74.0,85.0,87.0,87.0,81.0,79.0,79.0,87.0,74.0,79.0,80.0,81.0,75.0,28.0,83.0,85.0,71.0,78.0,,31.0,20.0,8.0,14.0,6.0,12.0,10.0,80+4,80+4,80+4,83+1,83+1,83+1,83+1,83+1,82+4,82+4,82+4,83+4,76+4,76+4,76+4,83+4,61+4,59+4,59+4,59+4,61+4,57+4,50+4,50+4,50+4,57+4,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
213345.0,https://sofifa.com/player/213345/kingsley-coman/200002,K. Coman,Kingsley Coman,23.0,1996-06-13,179.0,75.0,France,FC Bayern München,German 1. Bundesliga,1.0,84.0,88.0,40500000.0,120000.0,"LM, RM, LW",Right,2.0,3.0,4.0,Medium/Low,Lean,Yes,69900000.0,"#Speedster, #Dribbler, #Acrobat",LW,29.0,,2015-08-30,2023.0,SUB,8.0,92.0,76.0,77.0,87.0,29.0,60.0,,,,,,,"Injury Prone, Speed Dribbler (AI)",79.0,76.0,52.0,78.0,77.0,87.0,84.0,70.0,72.0,87.0,94.0,91.0,88.0,84.0,85.0,80.0,73.0,69.0,64.0,73.0,36.0,23.0,83.0,79.0,70.0,76.0,,27.0,21.0,5.0,3.0,5.0,3.0,5.0,78+2,78+2,78+2,84+0,82+0,82+0,82+0,84+0,82+2,82+2,82+2,83+2,74+2,74+2,74+2,83+2,60+2,54+2,54+2,54+2,60+2,55+2,43+2,43+2,43+2,55+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
206113.0,https://sofifa.com/player/206113/serge-gnabry/200002,S. Gnabry,Serge Gnabry,23.0,1995-07-14,175.0,75.0,Germany,FC Bayern München,German 1. Bundesliga,1.0,84.0,87.0,39500000.0,120000.0,"RM, LM, LW",Right,2.0,4.0,4.0,High/Medium,Normal,Yes,68100000.0,"#Speedster, #Dribbler, #Acrobat",RW,22.0,,2017-07-01,2023.0,RW,20.0,90.0,82.0,75.0,86.0,43.0,69.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",76.0,81.0,44.0,79.0,83.0,87.0,70.0,62.0,69.0,83.0,92.0,89.0,86.0,82.0,88.0,86.0,64.0,74.0,69.0,81.0,63.0,38.0,82.0,77.0,68.0,78.0,,42.0,45.0,14.0,10.0,10.0,9.0,7.0,79+2,79+2,79+2,83+0,82+0,82+0,82+0,83+0,82+2,82+2,82+2,82+2,75+2,75+2,75+2,82+2,66+2,62+2,62+2,62+2,66+2,62+2,54+2,54+2,54+2,62+2,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
180930.0,https://sofifa.com/player/180930/edin-dzeko/200002,E. Džeko,Edin Džeko,33.0,1986-03-17,193.0,80.0,Bosnia Herzegovina,Roma,Italian Serie A,1.0,84.0,84.0,19500000.0,70000.0,ST,Right,3.0,5.0,2.0,Medium/Medium,Lean,Yes,33200000.0,#Poacher,ST,9.0,,2015-07-01,2022.0,,,60.0,84.0,71.0,75.0,46.0,73.0,,,,,,,"Leadership, Finesse Shot",63.0,88.0,83.0,77.0,77.0,76.0,65.0,54.0,72.0,85.0,61.0,60.0,56.0,83.0,36.0,86.0,64.0,72.0,81.0,79.0,58.0,50.0,89.0,75.0,67.0,83.0,,28.0,16.0,9.0,11.0,13.0,15.0,15.0,82+2,82+2,82+2,76+0,80+0,80+0,80+0,76+0,78+3,78+3,78+3,76+3,75+3,75+3,75+3,76+3,59+3,62+3,62+3,62+3,59+3,56+3,56+3,56+3,56+3,56+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
181783.0,https://sofifa.com/player/181783/mario-mandzukic/200002,M. Mandžukić,Mario Mandžukić,33.0,1986-05-21,190.0,85.0,Croatia,Juventus,Italian Serie A,1.0,84.0,84.0,19500000.0,160000.0,"ST, LW",Right,3.0,3.0,3.0,High/High,Lean,Yes,32200000.0,"#Aerial Threat, #Strength",ST,17.0,,2015-07-01,2021.0,,,68.0,80.0,71.0,75.0,65.0,86.0,,,,,,,"Dives Into Tackles (AI), Flair, Power Header, Outside Foot Shot",72.0,85.0,90.0,75.0,86.0,76.0,64.0,49.0,67.0,79.0,61.0,73.0,65.0,88.0,55.0,83.0,85.0,81.0,87.0,61.0,88.0,66.0,90.0,74.0,76.0,80.0,,64.0,60.0,10.0,8.0,5.0,8.0,15.0,82+2,82+2,82+2,77+0,79+0,79+0,79+0,77+0,77+3,77+3,77+3,77+3,75+3,75+3,75+3,77+3,71+3,72+3,72+3,72+3,71+3,71+3,73+3,73+3,73+3,71+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
199434.0,https://sofifa.com/player/199434/dusan-tadic/200002,D. Tadić,Dušan Tadić,30.0,1988-11-20,181.0,76.0,Serbia,Ajax,Holland Eredivisie,1.0,84.0,84.0,29500000.0,40000.0,"CAM, LW, ST",Left,3.0,3.0,4.0,Medium/Medium,Normal,Yes,41300000.0,,ST,10.0,,2018-07-03,2023.0,,,68.0,80.0,84.0,85.0,41.0,71.0,,,,,,,"Solid Player, Leadership, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",83.0,83.0,66.0,85.0,79.0,85.0,85.0,76.0,80.0,88.0,68.0,68.0,79.0,84.0,84.0,77.0,61.0,85.0,70.0,73.0,56.0,37.0,83.0,88.0,84.0,87.0,,34.0,26.0,11.0,11.0,14.0,9.0,16.0,79+4,79+4,79+4,82+1,82+1,82+1,82+1,82+1,83+1,83+1,83+1,83+1,79+4,79+4,79+4,83+1,64+4,64+4,64+4,64+4,64+4,60+4,53+4,53+4,53+4,60+4,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
200647.0,https://sofifa.com/player/200647/josip-ilicic/200002,J. Iličić,Josip Iličić,31.0,1988-01-29,190.0,79.0,Slovenia,Atalanta,Italian Serie A,1.0,84.0,84.0,28000000.0,90000.0,"CF, ST",Left,3.0,4.0,4.0,Medium/Medium,Lean,No,47600000.0,#Distance Shooter,RS,72.0,,2017-07-05,2021.0,RM,7.0,70.0,84.0,84.0,85.0,43.0,67.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",82.0,81.0,58.0,86.0,80.0,88.0,85.0,85.0,74.0,88.0,72.0,69.0,71.0,83.0,61.0,88.0,33.0,70.0,72.0,89.0,58.0,46.0,83.0,87.0,78.0,80.0,,32.0,26.0,13.0,13.0,8.0,12.0,6.0,80+3,80+3,80+3,83+0,84+0,84+0,84+0,83+0,84+0,84+0,84+0,82+2,79+3,79+3,79+3,82+2,64+3,64+3,64+3,64+3,64+3,59+3,53+3,53+3,53+3,59+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
205175.0,https://sofifa.com/player/205175/arkadiusz-milik/200002,A. Milik,Arkadiusz Milik,25.0,1994-02-28,186.0,78.0,Poland,Napoli,Italian Serie A,1.0,83.0,88.0,35000000.0,90000.0,ST,Left,3.0,3.0,4.0,Medium/Medium,Lean,Yes,62100000.0,"#Poacher, #Clinical Finisher",RS,99.0,,2016-08-02,2021.0,SUB,7.0,69.0,85.0,64.0,76.0,39.0,74.0,,,,,,,"Injury Prone, Outside Foot Shot",58.0,88.0,80.0,66.0,78.0,76.0,74.0,84.0,62.0,81.0,67.0,71.0,67.0,77.0,63.0,86.0,64.0,70.0,80.0,82.0,67.0,36.0,85.0,60.0,79.0,78.0,,34.0,32.0,9.0,16.0,16.0,15.0,6.0,81+3,81+3,81+3,74+0,77+0,77+0,77+0,74+0,74+3,74+3,74+3,72+3,68+3,68+3,68+3,72+3,56+3,56+3,56+3,56+3,56+3,54+3,53+3,53+3,53+3,54+3,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
211300.0,https://sofifa.com/player/211300/anthony-martial/200002,A. Martial,Anthony Martial,23.0,1995-12-05,184.0,76.0,France,Manchester United,English Premier League,1.0,83.0,88.0,34500000.0,140000.0,"LW, ST, LM",Right,3.0,3.0,4.0,Medium/Low,Normal,Yes,68100000.0,#Dribbler,ST,9.0,,2015-09-01,2024.0,SUB,19.0,89.0,81.0,72.0,86.0,41.0,71.0,,,,,,,"Finesse Shot, Flair, Speed Dribbler (AI), Technical Dribbler (AI)",72.0,82.0,69.0,78.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,89.0,84.0,80.0,79.0,84.0,70.0,75.0,74.0,77.0,58.0,42.0,82.0,73.0,81.0,79.0,,39.0,36.0,9.0,8.0,8.0,15.0,11.0,81+3,81+3,81+3,82+0,82+0,82+0,82+0,82+0,81+3,81+3,81+3,80+3,73+3,73+3,73+3,80+3,64+3,60+3,60+3,60+3,64+3,61+3,54+3,54+3,54+3,61+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
212523.0,https://sofifa.com/player/212523/anderson-souza-conceicao/200002,Anderson Talisca,Anderson Souza Conceição,25.0,1994-02-01,190.0,80.0,Brazil,Guangzhou Evergrande Taobao FC,Chinese Super League,1.0,83.0,88.0,34500000.0,40000.0,"CAM, RW",Left,2.0,4.0,4.0,High/Low,Normal,No,57800000.0,#FK Specialist,RW,9.0,,2019-01-01,2022.0,,,77.0,82.0,80.0,81.0,57.0,72.0,,,,,,,"Finesse Shot, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",75.0,80.0,77.0,81.0,76.0,82.0,86.0,87.0,79.0,84.0,78.0,76.0,76.0,79.0,70.0,84.0,58.0,79.0,72.0,88.0,67.0,55.0,86.0,81.0,75.0,74.0,,59.0,42.0,13.0,11.0,13.0,12.0,10.0,81+2,81+2,81+2,81+0,82+0,82+0,82+0,81+0,82+2,82+2,82+2,80+2,79+2,79+2,79+2,80+2,69+2,69+2,69+2,69+2,69+2,66+2,63+2,63+2,63+2,66+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
212188.0,https://sofifa.com/player/212188/timo-werner/200002,T. Werner,Timo Werner,23.0,1996-03-06,180.0,75.0,Germany,RB Leipzig,German 1. Bundesliga,1.0,83.0,87.0,34500000.0,70000.0,ST,Right,3.0,4.0,3.0,High/Medium,Normal,Yes,61200000.0,#Speedster,LS,11.0,,2016-07-01,2020.0,SUB,9.0,92.0,81.0,67.0,83.0,35.0,69.0,,,,,,,Speed Dribbler (AI),69.0,86.0,77.0,77.0,84.0,83.0,63.0,56.0,55.0,84.0,93.0,92.0,81.0,86.0,76.0,79.0,71.0,83.0,65.0,70.0,63.0,37.0,85.0,61.0,72.0,74.0,,20.0,19.0,9.0,9.0,8.0,15.0,9.0,82+3,82+3,82+3,81+0,82+0,82+0,82+0,81+0,79+3,79+3,79+3,80+3,70+3,70+3,70+3,80+3,61+3,56+3,56+3,56+3,61+3,58+3,50+3,50+3,50+3,58+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
224179.0,https://sofifa.com/player/224179/borja-iglesias-quintas/200002,Borja Iglesias,Borja Iglesias Quintas,26.0,1993-01-17,187.0,86.0,Spain,Real Betis,Spain Primera Division,1.0,83.0,86.0,32500000.0,40000.0,ST,Right,1.0,3.0,3.0,High/Medium,Lean,No,70700000.0,"#Strength, #Clinical Finisher, #Complete Forward",ST,9.0,,2019-08-14,2024.0,,,67.0,83.0,63.0,76.0,35.0,82.0,,,,,,,"Finesse Shot, Flair, Outside Foot Shot",50.0,86.0,82.0,71.0,71.0,77.0,41.0,36.0,65.0,80.0,65.0,69.0,64.0,78.0,72.0,83.0,70.0,76.0,91.0,82.0,68.0,30.0,84.0,71.0,79.0,82.0,,31.0,18.0,14.0,12.0,16.0,13.0,16.0,81+2,81+2,81+2,74+0,78+0,78+0,78+0,74+0,76+2,76+2,76+2,73+2,70+2,70+2,70+2,73+2,53+2,56+2,56+2,56+2,53+2,51+2,52+2,52+2,52+2,51+2,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
198717.0,https://sofifa.com/player/198717/wilfried-zaha/200002,W. Zaha,Wilfried Zaha,26.0,1992-11-10,180.0,66.0,Ivory Coast,Crystal Palace,English Premier League,1.0,83.0,85.0,32000000.0,90000.0,"CF, LM, LW",Right,2.0,3.0,5.0,High/Low,Lean,Yes,63200000.0,"#Speedster, #Dribbler",LS,11.0,,2015-02-02,2023.0,RW,9.0,91.0,76.0,72.0,88.0,27.0,74.0,,,,,,,"Flair, Technical Dribbler (AI)",78.0,78.0,47.0,75.0,64.0,90.0,57.0,51.0,65.0,87.0,88.0,93.0,87.0,77.0,81.0,81.0,58.0,76.0,74.0,70.0,73.0,23.0,78.0,76.0,66.0,81.0,,29.0,28.0,15.0,10.0,15.0,11.0,10.0,77+3,77+3,77+3,82+1,81+1,81+1,81+1,82+1,80+3,80+3,80+3,81+3,72+3,72+3,72+3,81+3,60+3,55+3,55+3,55+3,60+3,55+3,46+3,46+3,46+3,55+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
200454.0,https://sofifa.com/player/200454/francisco-alcacer-garcia/200002,Paco Alcácer,Francisco Alcácer García,25.0,1993-08-30,175.0,72.0,Spain,Borussia Dortmund,German 1. Bundesliga,1.0,83.0,85.0,32000000.0,100000.0,ST,Right,2.0,4.0,3.0,Medium/Low,Normal,Yes,55200000.0,"#Poacher, #Clinical Finisher",ST,9.0,,2018-11-23,2023.0,,,79.0,84.0,68.0,80.0,36.0,63.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI)",53.0,86.0,78.0,79.0,85.0,78.0,85.0,85.0,51.0,82.0,81.0,78.0,84.0,85.0,84.0,82.0,67.0,65.0,64.0,84.0,57.0,26.0,86.0,67.0,71.0,84.0,,24.0,22.0,12.0,14.0,14.0,8.0,5.0,82+2,82+2,82+2,78+0,81+0,81+0,81+0,78+0,79+2,79+2,79+2,75+2,69+2,69+2,69+2,75+2,56+2,54+2,54+2,54+2,56+2,53+2,49+2,49+2,49+2,53+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
201153.0,https://sofifa.com/player/201153/alvaro-borja-morata-martin/200002,Morata,Álvaro Borja Morata Martín,26.0,1992-10-23,189.0,84.0,Spain,Atlético Madrid,Spain Primera Division,1.0,83.0,85.0,32000000.0,80000.0,ST,Right,3.0,4.0,3.0,High/High,Normal,Yes,,,LS,9.0,Chelsea,,2020.0,ST,7.0,81.0,79.0,71.0,80.0,31.0,72.0,,,,,,,Speed Dribbler (AI),73.0,81.0,86.0,78.0,80.0,83.0,76.0,44.0,51.0,82.0,75.0,85.0,66.0,80.0,58.0,80.0,84.0,70.0,79.0,72.0,56.0,24.0,85.0,76.0,70.0,76.0,,14.0,20.0,4.0,5.0,4.0,4.0,5.0,82+3,82+3,82+3,79+0,81+0,81+0,81+0,79+0,78+3,78+3,78+3,78+3,69+3,69+3,69+3,78+3,57+3,52+3,52+3,52+3,57+3,53+3,49+3,49+3,49+3,53+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
205693.0,https://sofifa.com/player/205693/sebastien-haller/200002,S. Haller,Sébastien Haller,25.0,1994-06-22,190.0,82.0,France,West Ham United,English Premier League,1.0,83.0,85.0,32000000.0,120000.0,ST,Right,1.0,2.0,3.0,High/Medium,Lean,Yes,63200000.0,,ST,22.0,,2019-07-17,2024.0,,,72.0,81.0,62.0,76.0,51.0,82.0,,,,,,,,40.0,85.0,86.0,76.0,82.0,76.0,57.0,46.0,45.0,80.0,68.0,76.0,68.0,84.0,53.0,81.0,80.0,72.0,89.0,67.0,76.0,36.0,84.0,75.0,91.0,82.0,,61.0,55.0,6.0,7.0,14.0,7.0,6.0,81+2,81+2,81+2,74+0,79+0,79+0,79+0,74+0,76+2,76+2,76+2,72+2,70+2,70+2,70+2,72+2,61+2,62+2,62+2,62+2,61+2,61+2,64+2,64+2,64+2,61+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
204970.0,https://sofifa.com/player/204970/florian-thauvin/200002,F. Thauvin,Florian Thauvin,26.0,1993-01-26,179.0,70.0,France,Olympique de Marseille,French Ligue 1,1.0,83.0,84.0,30500000.0,60000.0,"RW, RM",Left,2.0,3.0,4.0,High/Medium,Normal,Yes,60200000.0,#Acrobat,RW,26.0,,2017-07-01,2021.0,SUB,20.0,83.0,80.0,81.0,83.0,41.0,69.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",82.0,80.0,72.0,83.0,75.0,82.0,84.0,72.0,76.0,84.0,87.0,80.0,86.0,83.0,71.0,83.0,77.0,83.0,66.0,80.0,56.0,42.0,84.0,80.0,78.0,82.0,,29.0,31.0,8.0,11.0,14.0,10.0,9.0,80+2,80+2,80+2,83+0,82+0,82+0,82+0,83+0,82+2,82+2,82+2,82+2,77+2,77+2,77+2,82+2,65+2,62+2,62+2,62+2,65+2,61+2,53+2,53+2,53+2,61+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
159261.0,https://sofifa.com/player/159261/fabio-quagliarella/200002,F. Quagliarella,Fabio Quagliarella,36.0,1983-01-31,180.0,79.0,Italy,Sampdoria,Italian Serie A,1.0,83.0,83.0,9500000.0,50000.0,ST,Right,2.0,4.0,4.0,Medium/Medium,Normal,Yes,16200000.0,"#Distance Shooter, #Clinical Finisher",ST,27.0,,2016-07-01,2020.0,SUB,21.0,69.0,89.0,75.0,80.0,30.0,65.0,,,,,,,"Leadership, Finesse Shot, Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot",66.0,89.0,69.0,79.0,88.0,79.0,78.0,78.0,73.0,84.0,70.0,68.0,71.0,84.0,76.0,90.0,68.0,65.0,74.0,89.0,44.0,26.0,87.0,77.0,85.0,84.0,,21.0,15.0,6.0,7.0,5.0,4.0,4.0,82+1,82+1,82+1,79+0,82+0,82+0,82+0,79+0,81+2,81+2,81+2,78+2,74+2,74+2,74+2,78+2,55+2,55+2,55+2,55+2,55+2,51+2,46+2,46+2,46+2,51+2,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
167397.0,https://sofifa.com/player/167397/radamel-falcao-garcia-zarate/200002,Falcao,Radamel Falcao García Zárate,33.0,1986-02-10,177.0,72.0,Colombia,AS Monaco,French Ligue 1,1.0,83.0,83.0,16500000.0,60000.0,ST,Right,3.0,4.0,3.0,High/Medium,Normal,Yes,31400000.0,,LS,9.0,,2013-07-01,2020.0,ST,9.0,65.0,82.0,69.0,77.0,43.0,72.0,,,,,,,"Finesse Shot, Power Header, Outside Foot Shot",55.0,86.0,89.0,78.0,83.0,74.0,81.0,72.0,58.0,81.0,66.0,64.0,75.0,82.0,75.0,78.0,90.0,67.0,72.0,77.0,73.0,41.0,90.0,70.0,81.0,85.0,,42.0,19.0,10.0,13.0,6.0,9.0,5.0,81+2,81+2,81+2,76+0,79+0,79+0,79+0,76+0,77+3,77+3,77+3,73+3,71+3,71+3,71+3,73+3,57+3,59+3,59+3,59+3,57+3,55+3,56+3,56+3,56+3,55+3,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
169416.0,https://sofifa.com/player/169416/carlos-vela/200002,C. Vela,Carlos Alberto Vela Garrido,30.0,1989-03-01,177.0,77.0,Mexico,Los Angeles FC,USA Major League Soccer,1.0,83.0,83.0,24500000.0,15000.0,"RW, LW, CAM",Left,3.0,2.0,4.0,High/Low,Normal,Yes,36800000.0,,RW,10.0,,2018-01-01,2022.0,,,80.0,82.0,78.0,84.0,31.0,67.0,,,,,,,"Leadership, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",78.0,85.0,67.0,81.0,82.0,84.0,84.0,71.0,66.0,85.0,80.0,80.0,81.0,83.0,81.0,76.0,65.0,74.0,67.0,84.0,57.0,37.0,84.0,81.0,72.0,83.0,,22.0,14.0,8.0,14.0,8.0,13.0,10.0,80+3,80+3,80+3,83+0,83+0,83+0,83+0,83+0,82+1,82+1,82+1,81+2,75+3,75+3,75+3,81+2,60+3,57+3,57+3,57+3,60+3,55+3,47+3,47+3,47+3,55+3,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
198329.0,https://sofifa.com/player/198329/rodrigo-moreno-machado/200002,Rodrigo,Rodrigo Moreno Machado,28.0,1991-03-06,182.0,77.0,Spain,Valencia CF,Spain Primera Division,1.0,83.0,83.0,27000000.0,60000.0,ST,Left,2.0,3.0,4.0,High/Medium,Lean,Yes,56700000.0,,LS,19.0,,2014-12-03,2022.0,SUB,9.0,90.0,80.0,74.0,82.0,44.0,70.0,,,,,,,"Finesse Shot, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",72.0,80.0,80.0,80.0,77.0,82.0,83.0,67.0,58.0,82.0,88.0,91.0,81.0,82.0,74.0,83.0,77.0,74.0,71.0,76.0,60.0,31.0,83.0,77.0,77.0,80.0,,41.0,40.0,7.0,13.0,10.0,11.0,5.0,81+2,81+2,81+2,81+0,82+0,82+0,82+0,81+0,80+2,80+2,80+2,80+2,73+2,73+2,73+2,80+2,64+2,60+2,60+2,60+2,64+2,62+2,56+2,56+2,56+2,62+2,striker,2.0,Top class striker / Very high skills / Finisher / High potential / Small but still quite powerful and fast
199451.0,https://sofifa.com/player/199451/wissam-ben-yedder/200002,W. Ben Yedder,Wissam Ben Yedder,28.0,1990-08-12,170.0,68.0,France,AS Monaco,French Ligue 1,1.0,83.0,83.0,27000000.0,70000.0,ST,Right,2.0,5.0,4.0,High/High,Normal,Yes,51300000.0,#Acrobat,RS,22.0,,2019-08-14,2024.0,,,84.0,82.0,77.0,85.0,39.0,61.0,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",74.0,88.0,74.0,80.0,83.0,85.0,80.0,76.0,66.0,84.0,88.0,81.0,90.0,83.0,89.0,81.0,78.0,68.0,59.0,69.0,55.0,44.0,89.0,80.0,76.0,84.0,,33.0,26.0,6.0,13.0,9.0,7.0,7.0,82+1,82+1,82+1,83+0,84+,84+,84+,83+0,82+1,82+1,82+1,81+2,75+2,75+2,75+2,81+2,62+2,59+2,59+2,59+2,62+2,59+2,51+2,51+2,51+2,59+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
